_id,title,description,jobCategory,isActive,skills,otherSkills,createdAt,updatedAt
ObjectId(692d47be6cb8ef66cdc7d70e),Accounts Admin,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accounts Admin"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.940Z,2025-12-01T07:46:06.940Z
ObjectId(692d47be6cb8ef66cdc7d710),Accounts Assistant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accounts Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.945Z,2025-12-01T07:46:06.945Z
ObjectId(692d47be6cb8ef66cdc7d712),Accounts Executive,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accounts Executive"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.960Z,2025-12-01T07:46:06.960Z
ObjectId(692d47be6cb8ef66cdc7d714),Accounts Head,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accounts Head"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.961Z,2025-12-01T07:46:06.961Z
ObjectId(692d47be6cb8ef66cdc7d716),Accounts Associate,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accounts Associate"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.963Z,2025-12-01T07:46:06.963Z
ObjectId(692d47be6cb8ef66cdc7d718),Accounts Manager,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accounts Manager"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.964Z,2025-12-01T07:46:06.964Z
ObjectId(692d47be6cb8ef66cdc7d71a),Articleship Accountant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Articleship Accountant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.971Z,2025-12-01T07:46:06.971Z
ObjectId(692d47be6cb8ef66cdc7d71c),Audit Manager,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Audit Manager"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.989Z,2025-12-01T07:46:06.989Z
ObjectId(692d47be6cb8ef66cdc7d71e),Auditor,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Auditor"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.990Z,2025-12-01T07:46:06.990Z
ObjectId(692d47be6cb8ef66cdc7d720),Audit Executive,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Audit Executive"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.992Z,2025-12-01T07:46:06.992Z
ObjectId(692d47be6cb8ef66cdc7d724),Chartered Accountant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Chartered Accountant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.998Z,2025-12-01T07:46:06.998Z
ObjectId(692d47be6cb8ef66cdc7d722),Audit Account Assistant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Audit Account Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:06.994Z,2025-12-01T07:46:06.994Z
ObjectId(692d47bf6cb8ef66cdc7d726),Cost Accountant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Cost Accountant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.015Z,2025-12-01T07:46:07.015Z
ObjectId(692d47bf6cb8ef66cdc7d728),Credit Controller,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Credit Controller"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.016Z,2025-12-01T07:46:07.016Z
ObjectId(692d47bf6cb8ef66cdc7d72a),Credit Analyst,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Credit Analyst"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.018Z,2025-12-01T07:46:07.018Z
ObjectId(692d47bf6cb8ef66cdc7d72c),Finance Executive,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Finance Executive"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.019Z,2025-12-01T07:46:07.019Z
ObjectId(692d47bf6cb8ef66cdc7d72e),Finance Accounts,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Finance Accounts"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.023Z,2025-12-01T07:46:07.023Z
ObjectId(692d47bf6cb8ef66cdc7d730),Junior Accountant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Junior Accountant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.041Z,2025-12-01T07:46:07.041Z
ObjectId(692d47bf6cb8ef66cdc7d732),Financial Accountant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Financial Accountant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.043Z,2025-12-01T07:46:07.043Z
ObjectId(692d47bf6cb8ef66cdc7d734),Senior Accountant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Senior Accountant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.045Z,2025-12-01T07:46:07.045Z
ObjectId(692d47bf6cb8ef66cdc7d736),Tax Assistant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Tax Assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.047Z,2025-12-01T07:46:07.047Z
ObjectId(692d47bf6cb8ef66cdc7d738),Finance Manager,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Finance Manager"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.049Z,2025-12-01T07:46:07.049Z
ObjectId(692d47bf6cb8ef66cdc7d73c),Accounting Clerk,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accounting Clerk"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.069Z,2025-12-01T07:46:07.069Z
ObjectId(692d47bf6cb8ef66cdc7d73e),Accountant cum Logistics Executive,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Accountant cum Logistics Executive"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.072Z,2025-12-01T07:46:07.072Z
ObjectId(692d47bf6cb8ef66cdc7d73a),Financial Controller,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""Financial Controller"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.067Z,2025-12-01T07:46:07.067Z
ObjectId(692d47bf6cb8ef66cdc7d740),payroll assistant,,ObjectId(692d47ba6cb8ef66cdc7ceae),true,"[""payroll assistant"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.073Z,2025-12-01T07:46:07.073Z
ObjectId(692d47bf6cb8ef66cdc7d742),Food Safety Trainer,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Food Safety Trainer"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.087Z,2025-12-01T07:46:07.087Z
ObjectId(692d47bf6cb8ef66cdc7d744),permit coordinator,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""permit coordinator"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.093Z,2025-12-01T07:46:07.093Z
ObjectId(692d47bf6cb8ef66cdc7d746),Fire Proofing Machine Operator,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Fire Proofing Machine Operator"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.094Z,2025-12-01T07:46:07.094Z
ObjectId(692d47bf6cb8ef66cdc7d748),Safety Supervisor,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Safety Supervisor"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.097Z,2025-12-01T07:46:07.097Z
ObjectId(692d47bf6cb8ef66cdc7d74a),Fire Proofing Spray Technician,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Fire Proofing Spray Technician"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.103Z,2025-12-01T07:46:07.103Z
ObjectId(692d47bf6cb8ef66cdc7d74e),Sanitation Team Leader,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Sanitation Team Leader"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.117Z,2025-12-01T07:46:07.117Z
ObjectId(692d47bf6cb8ef66cdc7d74c),Safety Technician,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Safety Technician"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.114Z,2025-12-01T07:46:07.114Z
ObjectId(692d47bf6cb8ef66cdc7d752),Permit Signatory,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Permit Signatory"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.121Z,2025-12-01T07:46:07.121Z
ObjectId(692d47bf6cb8ef66cdc7d750),Road Safety Coordinator,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Road Safety Coordinator"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.119Z,2025-12-01T07:46:07.119Z
ObjectId(692d47bf6cb8ef66cdc7d754),Permit In-charge,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Permit In-charge"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.130Z,2025-12-01T07:46:07.130Z
ObjectId(692d47bf6cb8ef66cdc7d756),Hole Watcher,,ObjectId(692d47ba6cb8ef66cdc7ceb0),true,"[""Hole Watcher"",""Communication"",""Teamwork"",""Problem Solving"",""Leadership"",""Strategic Planning"",""Budget Management"",""Negotiation"",""Client Relations"",""Sales Strategy"",""Technical Troubleshooting"",""Equipment Repair"",""System Diagnostics"",""Blueprint Reading"",""Safety Compliance   HSE  "",""Precision Measurement"",""Data Entry"",""MS Office Proficiency"",""Record Keeping""]",[],2025-12-01T07:46:07.141Z,2025-12-01T07:46:07.141Z
